CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
14300,28,7,6562.99,5,5,5,555,15,Champions
14301,537,2,185.94,1,3,1,131,5,Price Sensitive
14305,393,3,1470.09,2,3,3,233,8,At Risk
14306,396,4,1618.8,2,4,3,243,9,At Risk
14307,292,1,822.67,2,1,3,213,6,Needs Attention
14308,70,6,4941.01,4,5,4,454,13,Champions
14309,14,28,82981.74,5,5,5,555,15,Champions
14311,372,3,1083.47,2,3,3,233,8,At Risk
14312,277,2,1758.79,2,3,3,233,8,At Risk
14313,56,5,5248.58,4,4,4,444,12,Champions
14315,505,1,384.34,1,1,2,112,4,Lost
14316,570,2,143.97,1,3,1,131,5,Price Sensitive
14318,30,3,1718.3,4,3,3,433,10,Potential Loyal
14319,734,1,23.96,1,1,1,111,3,Lost
14320,7,20,52234.25,5,5,5,555,15,Champions
14321,24,9,9000.06,5,5,5,555,15,Champions
14323,22,1,228.4,5,1,1,511,7,New Customers
14324,281,2,495.75,2,3,2,232,7,Price Sensitive
14327,24,10,25064.92,5,5,5,555,15,Champions
14328,66,2,1322.8,4,3,3,433,10,Potential Loyal
14329,414,3,1216.97,1,3,3,133,7,At Risk
14332,18,5,2321.3,5,4,4,544,13,Champions
14333,4,5,4140.8,5,4,4,544,13,Champions
14336,63,2,211.31,4,3,1,431,8,Price Sensitive
14337,12,6,5147.78,5,5,4,554,14,Champions
14338,4,2,473.34,5,3,2,532,10,Price Sensitive
14339,225,1,38.68,2,1,1,211,4,Lost
14340,327,1,403.37,2,1,2,212,5,Lost
14343,380,1,550.17,2,1,2,212,5,Lost
14345,6,2,823.27,5,3,3,533,11,Potential Loyal
14346,8,16,40806.06,5,5,5,555,15,Champions
14348,287,2,894.53,2,3,3,233,8,At Risk
14349,344,4,4190.6,2,4,4,244,10,At Risk
14351,251,3,1436.87,2,3,3,233,8,At Risk
14352,187,1,88.2,3,1,1,311,5,Needs Attention
14354,3,6,3449.15,5,5,4,554,14,Champions
14356,70,3,1894.92,4,3,4,434,11,Loyal Customers
14357,443,2,363.88,1,3,2,132,6,Price Sensitive
14358,570,1,22.2,1,1,1,111,3,Lost
14361,217,2,1064.33,2,3,3,233,8,At Risk
14363,219,3,3700.79,2,3,4,234,9,At Risk
14365,416,2,1952.77,1,3,4,134,8,At Risk
14367,7,14,36518.75,5,5,5,555,15,Champions
14368,728,1,261.56,1,1,1,111,3,Lost
14369,737,1,674.08,1,1,2,112,4,Lost
14371,470,2,335.52,1,3,2,132,6,Price Sensitive
14373,722,2,576.24,1,3,2,132,6,Price Sensitive
14375,23,8,7321.43,5,5,5,555,15,Champions
14377,32,1,494.06,4,1,2,412,7,New Customers
14381,487,1,328.69,1,1,2,112,4,Lost
14382,433,1,637.2,1,1,2,112,4,Lost
14383,234,1,3.81,2,1,1,211,4,Lost
14384,90,6,6443.8,3,5,5,355,13,Loyal Customers
14385,398,1,430.59,1,1,2,112,4,Lost
14386,65,15,40104.72,4,5,5,455,14,Champions
14387,173,3,1201.5,3,3,3,333,9,Potential Loyal
14388,95,6,7090.19,3,5,5,355,13,Loyal Customers
14389,20,6,6204.96,5,5,5,555,15,Champions
14390,296,3,1369.67,2,3,3,233,8,At Risk
14391,23,2,1003.56,5,3,3,533,11,Potential Loyal
14392,343,1,94.23,2,1,1,211,4,Lost
14393,213,4,3310.95,2,4,4,244,10,At Risk
14394,278,1,212.04,2,1,1,211,4,Lost
14395,228,7,7181.08,2,5,5,255,12,At Risk
14396,438,1,142.56,1,1,1,111,3,Lost
14398,722,1,174.33,1,1,1,111,3,Lost
14400,496,1,231.55,1,1,1,111,3,Lost
14401,436,1,195.36,1,1,1,111,3,Lost
14402,552,1,437.79,1,1,2,112,4,Lost
14403,367,1,245.54,2,1,1,211,4,Lost
14404,147,1,337.0,3,1,2,312,6,Needs Attention
14405,7,13,35581.79,5,5,5,555,15,Champions
14409,326,4,3676.12,2,4,4,244,10,At Risk
14410,14,3,3161.86,5,3,4,534,12,Loyal Customers
14413,86,6,5598.77,4,5,4,454,13,Champions
14414,386,2,1235.21,2,3,3,233,8,At Risk
14415,97,1,122.64,3,1,1,311,5,Needs Attention
14417,102,13,36169.8,3,5,5,355,13,Loyal Customers
14418,79,3,834.63,4,3,3,433,10,Potential Loyal
14420,4,24,61959.65,5,5,5,555,15,Champions
14421,208,4,825.82,3,4,3,343,10,Potential Loyal
14423,593,1,19.24,1,1,1,111,3,Lost
14424,55,4,1436.32,4,4,3,443,11,Potential Loyal
14425,46,8,8115.15,4,5,5,455,14,Champions
14426,25,23,64869.23,5,5,5,555,15,Champions
14427,516,2,557.62,1,3,2,132,6,Price Sensitive
14429,225,1,1107.66,2,1,3,213,6,Needs Attention
14430,459,1,283.36,1,1,1,111,3,Lost
14432,277,1,312.79,2,1,2,212,5,Lost
14433,43,5,6328.72,4,4,5,445,13,Champions
14437,159,2,2644.0,3,3,4,334,10,Loyal Customers
14439,381,1,20.14,2,1,1,211,4,Lost
14441,109,13,13496.42,3,5,5,355,13,Loyal Customers
14442,127,1,147.44,3,1,1,311,5,Needs Attention
14445,26,3,1213.37,5,3,3,533,11,Potential Loyal
14446,190,4,4292.29,3,4,4,344,11,Loyal Customers
14447,362,2,448.57,2,3,2,232,7,Price Sensitive
14448,578,1,249.01,1,1,1,111,3,Lost
14451,41,4,1325.04,4,4,3,443,11,Potential Loyal
14452,384,1,411.91,2,1,2,212,5,Lost
14453,269,2,3378.05,2,3,4,234,9,At Risk
14454,176,3,1935.64,3,3,4,334,10,Loyal Customers
14459,83,7,7244.12,4,5,5,455,14,Champions
14461,58,8,7960.32,4,5,5,455,14,Champions
14462,84,1,255.5,4,1,1,411,6,New Customers
14463,425,3,2002.7,1,3,4,134,8,At Risk
14467,227,2,1812.32,2,3,4,234,9,At Risk
14468,208,3,1360.09,3,3,3,333,9,Potential Loyal
14470,86,1,197.91,4,1,1,411,6,New Customers
14471,118,6,8148.51,3,5,5,355,13,Loyal Customers
14474,37,4,2190.53,4,4,4,444,12,Champions
14476,556,1,211.05,1,1,1,111,3,Lost
14477,354,2,209.38,2,3,1,231,6,Price Sensitive
14478,640,2,529.89,1,3,2,132,6,Price Sensitive
14479,102,2,744.62,3,3,2,332,8,Price Sensitive
14480,519,1,314.82,1,1,2,112,4,Lost
14481,353,4,1671.12,2,4,3,243,9,At Risk
14482,620,1,499.78,1,1,2,112,4,Lost
14485,17,3,2857.78,5,3,4,534,12,Loyal Customers
14487,611,2,679.96,1,3,2,132,6,Price Sensitive
14488,282,2,1259.18,2,3,3,233,8,At Risk
14489,466,1,289.44,1,1,2,112,4,Lost
14490,233,4,1911.54,2,4,4,244,10,At Risk
14492,105,4,1442.88,3,4,3,343,10,Potential Loyal
14494,46,12,11090.18,4,5,5,455,14,Champions
14495,385,1,116.56,2,1,1,211,4,Lost
14498,157,3,1184.18,3,3,3,333,9,Potential Loyal
14500,54,2,1569.3,4,3,3,433,10,Potential Loyal
14501,385,2,766.54,2,3,2,232,7,Price Sensitive
14502,152,2,135.76,3,3,1,331,7,Price Sensitive
14504,122,2,851.04,3,3,3,333,9,Potential Loyal
14506,340,1,203.33,2,1,1,211,4,Lost
14507,212,3,1916.76,2,3,4,234,9,At Risk
14508,26,1,217.72,5,1,1,511,7,New Customers
14509,594,1,286.2,1,1,1,111,3,Lost
14511,37,4,2760.52,4,4,4,444,12,Champions
14513,11,7,6058.94,5,5,5,555,15,Champions
14515,728,1,91.92,1,1,1,111,3,Lost
14516,12,8,8274.09,5,5,5,555,15,Champions
14520,94,4,2140.79,3,4,4,344,11,Loyal Customers
14521,30,6,8679.77,4,5,5,455,14,Champions
14522,682,2,334.97,1,3,2,132,6,Price Sensitive
14523,374,4,3496.31,2,4,4,244,10,At Risk
14525,30,11,12196.37,4,5,5,455,14,Champions
14527,428,3,1165.72,1,3,3,133,7,At Risk
14528,414,1,716.1,1,1,2,112,4,Lost
14529,86,1,54.81,4,1,1,411,6,New Customers
14530,16,4,2106.75,5,4,4,544,13,Champions
14531,249,4,3056.04,2,4,4,244,10,At Risk
14532,38,2,399.12,4,3,2,432,9,Price Sensitive
14533,397,2,491.28,2,3,2,232,7,Price Sensitive
14534,454,4,4630.34,1,4,4,144,9,At Risk
14536,386,1,463.86,2,1,2,212,5,Lost
14537,564,1,58.92,1,1,1,111,3,Lost
14541,54,3,1324.06,4,3,3,433,10,Potential Loyal
14542,18,11,10383.24,5,5,5,555,15,Champions
14543,17,3,727.62,5,3,2,532,10,Price Sensitive
14547,46,10,10770.94,4,5,5,455,14,Champions
14549,162,2,450.98,3,3,2,332,8,Price Sensitive
14550,5,17,41495.41,5,5,5,555,15,Champions
14551,21,1,429.84,5,1,2,512,8,New Customers
14552,28,17,49416.34,5,5,5,555,15,Champions
14553,15,2,374.85,5,3,2,532,10,Price Sensitive
14554,17,3,2088.97,5,3,4,534,12,Loyal Customers
14555,32,3,1546.38,4,3,3,433,10,Potential Loyal
14556,347,1,181.25,2,1,1,211,4,Lost
14558,317,1,56.65,2,1,1,211,4,Lost
14562,24,5,3698.51,5,4,4,544,13,Champions
14563,20,2,372.66,5,3,2,532,10,Price Sensitive
14564,47,2,1402.35,4,3,3,433,10,Potential Loyal
14565,76,20,59134.01,4,5,5,455,14,Champions
14566,12,1,538.49,5,1,2,512,8,New Customers
14568,10,9,9500.57,5,5,5,555,15,Champions
14572,452,1,541.15,1,1,2,112,4,Lost
14574,405,1,638.38,1,1,2,112,4,Lost
14576,5,9,8837.81,5,5,5,555,15,Champions
14577,20,22,56000.22,5,5,5,555,15,Champions
14579,298,3,571.67,2,3,2,232,7,Price Sensitive
14580,36,2,1105.7,4,3,3,433,10,Potential Loyal
14581,363,3,4531.92,2,3,4,234,9,At Risk
14583,18,23,61009.43,5,5,5,555,15,Champions
14585,36,7,6429.76,4,5,5,455,14,Champions
14586,32,7,6288.16,4,5,5,455,14,Champions
14587,322,2,1942.93,2,3,4,234,9,At Risk
14589,378,3,1103.48,2,3,3,233,8,At Risk
14590,180,4,2121.63,3,4,4,344,11,Loyal Customers
14592,90,2,279.25,3,3,1,331,7,Price Sensitive
14593,146,9,31811.16,3,5,5,355,13,Loyal Customers
14594,317,1,1039.54,2,1,3,213,6,Needs Attention
14596,281,4,2349.41,2,4,4,244,10,At Risk
14597,57,5,5148.73,4,4,4,444,12,Champions
14598,84,1,122.92,4,1,1,411,6,New Customers
14599,29,2,137.54,5,3,1,531,9,Price Sensitive
14600,432,1,416.16,1,1,2,112,4,Lost
14601,102,5,5249.03,3,4,4,344,11,Loyal Customers
14602,8,7,6796.79,5,5,5,555,15,Champions
14603,625,2,224.3,1,3,1,131,5,Price Sensitive
14604,89,2,1284.51,3,3,3,333,9,Potential Loyal
14605,374,2,172.16,2,3,1,231,6,Price Sensitive
14607,271,3,1635.09,2,3,3,233,8,At Risk
14610,494,1,38.48,1,1,1,111,3,Lost
14611,32,5,8737.44,4,4,5,445,13,Champions
14612,34,5,3219.37,4,4,4,444,12,Champions
14613,508,1,165.18,1,1,1,111,3,Lost
14614,14,10,10998.57,5,5,5,555,15,Champions
14616,32,10,11064.85,4,5,5,455,14,Champions
14617,80,3,1142.22,4,3,3,433,10,Potential Loyal
14618,2,4,2414.8,5,4,4,544,13,Champions
14619,463,1,138.88,1,1,1,111,3,Lost
14620,57,8,5521.92,4,5,4,454,13,Champions
14621,166,2,394.51,3,3,2,332,8,Price Sensitive
14624,5,23,65757.8,5,5,5,555,15,Champions
14627,632,1,1082.16,1,1,3,113,5,Needs Attention
14629,56,9,19960.3,4,5,5,455,14,Champions
14631,666,1,23.68,1,1,1,111,3,Lost
14632,1,3,1241.98,5,3,3,533,11,Potential Loyal
14633,562,1,387.91,1,1,2,112,4,Lost
14634,56,8,9717.77,4,5,5,455,14,Champions
14636,127,20,43889.18,3,5,5,355,13,Loyal Customers
14637,246,1,655.75,2,1,2,212,5,Lost
14638,348,2,551.11,2,3,2,232,7,Price Sensitive
14640,90,2,1789.41,3,3,4,334,10,Loyal Customers
14641,175,2,206.7,3,3,1,331,7,Price Sensitive
14642,69,1,379.57,4,1,2,412,7,New Customers
14644,42,5,3235.12,4,4,4,444,12,Champions
14645,77,6,6670.48,4,5,5,455,14,Champions
14646,214,1,454.24,2,1,2,212,5,Lost
14647,556,1,102.85,1,1,1,111,3,Lost
14648,10,9,10816.55,5,5,5,555,15,Champions
14650,90,3,2352.64,3,3,4,334,10,Loyal Customers
14653,390,1,45.66,2,1,1,211,4,Lost
14654,337,2,815.27,2,3,2,232,7,Price Sensitive
14655,329,4,1698.32,2,4,3,243,9,At Risk
14656,5,21,59144.64,5,5,5,555,15,Champions
14657,107,4,1762.62,3,4,3,343,10,Potential Loyal
14658,531,1,131.36,1,1,1,111,3,Lost
14661,34,3,1388.5,4,3,3,433,10,Potential Loyal
14662,612,1,212.74,1,1,1,111,3,Lost
14663,114,2,1379.56,3,3,3,333,9,Potential Loyal
14664,37,1,463.9,4,1,2,412,7,New Customers
14665,362,1,421.0,2,1,2,212,5,Lost
14666,72,3,1036.23,4,3,3,433,10,Potential Loyal
14667,8,3,1262.96,5,3,3,533,11,Potential Loyal
14670,198,2,1022.72,3,3,3,333,9,Potential Loyal
14671,19,15,42856.23,5,5,5,555,15,Champions
14672,356,1,295.93,2,1,2,212,5,Lost
14674,69,5,6103.4,4,4,5,445,13,Champions
14675,495,1,123.36,1,1,1,111,3,Lost
14678,20,12,11898.41,5,5,5,555,15,Champions
14681,20,2,1249.77,5,3,3,533,11,Potential Loyal
14684,33,2,860.48,4,3,3,433,10,Potential Loyal
14685,436,2,2254.59,1,3,4,134,8,At Risk
14686,239,2,856.49,2,3,3,233,8,At Risk
14687,276,1,30.05,2,1,1,211,4,Lost
14688,212,8,5359.99,2,5,4,254,11,At Risk
14692,22,5,3522.99,5,4,4,544,13,Champions
14693,413,1,165.79,1,1,1,111,3,Lost
14694,31,6,8173.84,4,5,5,455,14,Champions
14695,226,2,1612.39,2,3,3,233,8,At Risk
14696,726,1,174.9,1,1,1,111,3,Lost
14697,41,3,822.51,4,3,3,433,10,Potential Loyal
14699,158,9,9572.3,3,5,5,355,13,Loyal Customers
14700,21,2,1107.95,5,3,3,533,11,Potential Loyal
14701,100,8,7852.92,3,5,5,355,13,Loyal Customers
14704,318,1,204.96,2,1,1,211,4,Lost
14705,251,2,1236.8,2,3,3,233,8,At Risk
14706,19,10,11609.81,5,5,5,555,15,Champions
14708,481,1,232.78,1,1,1,111,3,Lost
14709,40,4,1906.42,4,4,4,444,12,Champions
14711,4,15,39792.94,5,5,5,555,15,Champions
14714,349,2,92.62,2,3,1,231,6,Price Sensitive
14715,19,6,5063.89,5,5,4,554,14,Champions
14716,23,9,8278.18,5,5,5,555,15,Champions
14718,258,1,139.16,2,1,1,211,4,Lost
14719,154,3,1466.46,3,3,3,333,9,Potential Loyal
14720,263,6,5550.31,2,5,4,254,11,At Risk
14721,212,1,102.17,2,1,1,211,4,Lost
14724,51,4,2411.05,4,4,4,444,12,Champions
14725,3,5,2721.16,5,4,4,544,13,Champions
14728,124,9,6655.81,3,5,5,355,13,Loyal Customers
14730,105,2,448.66,3,3,2,332,8,Price Sensitive
14731,34,2,417.14,4,3,2,432,9,Price Sensitive
14732,115,3,1401.37,3,3,3,333,9,Potential Loyal
14734,235,1,354.16,2,1,2,212,5,Lost
14735,701,1,658.6,1,1,2,112,4,Lost
14736,89,4,1647.89,3,4,3,343,10,Potential Loyal
14737,34,6,4833.55,4,5,4,454,13,Champions
14738,152,4,4758.99,3,4,4,344,11,Loyal Customers
14740,38,4,3253.84,4,4,4,444,12,Champions
14741,44,2,573.26,4,3,2,432,9,Price Sensitive
14742,105,5,2325.69,3,4,4,344,11,Loyal Customers
14744,418,3,1552.03,1,3,3,133,7,At Risk
14745,5,1,253.44,5,1,1,511,7,New Customers
14746,28,4,4953.26,5,4,4,544,13,Champions
14747,306,3,1363.92,2,3,3,233,8,At Risk
14748,550,1,32.44,1,1,1,111,3,Lost
14749,705,1,75.27,1,1,1,111,3,Lost
14751,356,3,1730.72,2,3,3,233,8,At Risk
14752,18,6,6697.73,5,5,5,555,15,Champions
14753,62,5,3464.05,4,4,4,444,12,Champions
14754,4,23,57401.61,5,5,5,555,15,Champions
14756,544,2,449.85,1,3,2,132,6,Price Sensitive
14758,159,2,1997.56,3,3,4,334,10,Loyal Customers
14759,1,11,8821.25,5,5,5,555,15,Champions
14760,541,2,285.2,1,3,1,131,5,Price Sensitive
14761,99,6,7291.17,3,5,5,355,13,Loyal Customers
14762,17,7,8120.47,5,5,5,555,15,Champions
14763,434,2,663.96,1,3,2,132,6,Price Sensitive
14765,38,1,29.55,4,1,1,411,6,New Customers
14766,204,1,336.07,3,1,2,312,6,Needs Attention
14767,638,1,398.4,1,1,2,112,4,Lost
14769,73,4,2966.52,4,4,4,444,12,Champions
14771,90,3,2002.26,3,3,4,334,10,Loyal Customers
14772,569,3,1996.08,1,3,4,134,8,At Risk
14773,612,1,183.32,1,1,1,111,3,Lost
14776,155,1,86.61,3,1,1,311,5,Needs Attention
14777,127,3,1513.94,3,3,3,333,9,Potential Loyal
14778,616,1,400.45,1,1,2,112,4,Lost
14779,98,4,1840.44,3,4,4,344,11,Loyal Customers
14780,110,3,1356.41,3,3,3,333,9,Potential Loyal
14781,121,4,2129.18,3,4,4,344,11,Loyal Customers
14783,52,3,1182.1,4,3,3,433,10,Potential Loyal
14784,642,2,521.07,1,3,2,132,6,Price Sensitive
14785,304,3,1865.84,2,3,4,234,9,At Risk
14787,660,1,235.29,1,1,1,111,3,Lost
14789,5,3,441.49,5,3,2,532,10,Price Sensitive
14791,26,15,39870.69,5,5,5,555,15,Champions
14793,18,1,141.28,5,1,1,511,7,New Customers
14794,133,2,745.76,3,3,2,332,8,Price Sensitive
14795,383,3,1733.81,2,3,3,233,8,At Risk
14797,2,16,42001.46,5,5,5,555,15,Champions
14799,67,6,3600.44,4,5,4,454,13,Champions
14800,92,4,1312.45,3,4,3,343,10,Potential Loyal
14801,27,11,10768.67,5,5,5,555,15,Champions
14802,583,2,2195.8,1,3,4,134,8,At Risk
14803,23,3,1002.19,5,3,3,533,11,Potential Loyal
14804,108,4,1217.7,3,4,3,343,10,Potential Loyal
14806,144,2,1086.65,3,3,3,333,9,Potential Loyal
14808,377,1,220.83,2,1,1,211,4,Lost
14810,85,9,9364.4,4,5,5,455,14,Champions
14811,18,2,1594.54,5,3,3,533,11,Potential Loyal
14812,236,4,1820.47,2,4,4,244,10,At Risk
14813,150,1,447.51,3,1,2,312,6,Needs Attention
14815,84,6,6566.61,4,5,5,455,14,Champions
14816,117,1,2124.13,3,1,4,314,8,Needs Attention
14818,213,1,67.59,2,1,1,211,4,Lost
14820,641,1,403.4,1,1,2,112,4,Lost
14822,15,4,3748.55,5,4,4,544,13,Champions
14823,33,11,9727.53,4,5,5,455,14,Champions
14826,641,2,1108.78,1,3,3,133,7,At Risk
14828,709,1,31.52,1,1,1,111,3,Lost
14832,13,17,45146.33,5,5,5,555,15,Champions
14833,76,5,5878.37,4,4,4,444,12,Champions
14834,351,1,187.81,2,1,1,211,4,Lost
14836,647,2,741.4,1,3,2,132,6,Price Sensitive
14837,80,1,665.15,4,1,2,412,7,New Customers
14839,105,4,2210.49,3,4,4,344,11,Loyal Customers
14840,3,5,3934.7,5,4,4,544,13,Champions
14843,49,2,114.47,4,3,1,431,8,Price Sensitive
14844,10,3,2053.53,5,3,4,534,12,Loyal Customers
14845,60,1,355.62,4,1,2,412,7,New Customers
14846,382,1,75.9,2,1,1,211,4,Lost
14849,168,6,1953.59,3,5,4,354,12,Loyal Customers
14850,18,9,10505.89,5,5,5,555,15,Champions
14851,55,6,8450.05,4,5,5,455,14,Champions
14852,550,2,990.04,1,3,3,133,7,At Risk
14853,498,1,460.05,1,1,2,112,4,Lost
14856,239,1,161.82,2,1,1,211,4,Lost
14857,223,2,453.4,2,3,2,232,7,Price Sensitive
14858,35,4,1764.65,4,4,3,443,11,Potential Loyal
14859,122,1,479.75,3,1,2,312,6,Needs Attention
14860,7,4,4130.16,5,4,4,544,13,Champions
14861,14,8,6657.21,5,5,5,555,15,Champions
14864,81,9,9263.57,4,5,5,455,14,Champions
14865,45,19,45809.89,4,5,5,455,14,Champions
14866,10,1,106.8,5,1,1,511,7,New Customers
14867,113,1,525.91,3,1,2,312,6,Needs Attention
14869,424,1,68.0,1,1,1,111,3,Lost
14871,407,2,896.89,1,3,3,133,7,At Risk
14872,303,1,377.45,2,1,2,212,5,Lost
14873,58,3,867.47,4,3,3,433,10,Potential Loyal
14874,469,1,11.04,1,1,1,111,3,Lost
14875,47,2,191.71,4,3,1,431,8,Price Sensitive
14876,355,4,4820.08,2,4,4,244,10,At Risk
14877,306,1,307.44,2,1,2,212,5,Lost
14881,416,2,519.98,1,3,2,132,6,Price Sensitive
14882,79,5,5547.11,4,4,4,444,12,Champions
14887,359,6,5717.84,2,5,4,254,11,At Risk
14889,44,11,30988.93,4,5,5,455,14,Champions
14890,121,1,532.66,3,1,2,312,6,Needs Attention
14892,22,4,4202.76,5,4,4,544,13,Champions
14893,85,1,84.64,4,1,1,411,6,New Customers
14894,13,10,20887.97,5,5,5,555,15,Champions
14895,38,6,5409.28,4,5,4,454,13,Champions
14897,272,1,119.07,2,1,1,211,4,Lost
14901,64,4,1229.07,4,4,3,443,11,Potential Loyal
14902,8,13,35499.9,5,5,5,555,15,Champions
14903,23,12,10166.3,5,5,5,555,15,Champions
14904,172,2,70.33,3,3,1,331,7,Price Sensitive
14906,20,4,1862.13,5,4,4,544,13,Champions
14907,102,1,203.22,3,1,1,311,5,Needs Attention
14908,733,1,209.37,1,1,1,111,3,Lost
14909,4,7,6742.45,5,5,5,555,15,Champions
14910,39,5,4430.3,4,4,4,444,12,Champions
14912,736,1,157.08,1,1,1,111,3,Lost
14914,159,5,4565.96,3,4,4,344,11,Loyal Customers
14916,359,1,680.58,2,1,2,212,5,Lost
14917,12,23,64943.1,5,5,5,555,15,Champions
14919,253,2,698.46,2,3,2,232,7,Price Sensitive
14921,384,5,5081.89,2,4,4,244,10,At Risk
14922,209,1,38.08,2,1,1,211,4,Lost
14924,17,2,966.8,5,3,3,533,11,Potential Loyal
14925,414,1,95.56,1,1,1,111,3,Lost
14926,211,6,6223.09,2,5,5,255,12,At Risk
14927,530,1,396.2,1,1,2,112,4,Lost
14928,152,3,1270.14,3,3,3,333,9,Potential Loyal
14929,113,6,3901.23,3,5,4,354,12,Loyal Customers
14930,31,4,1987.03,4,4,4,444,12,Champions
14931,50,3,3595.17,4,3,4,434,11,Loyal Customers
14933,114,4,2892.23,3,4,4,344,11,Loyal Customers
14934,135,2,928.89,3,3,3,333,9,Potential Loyal
14935,184,1,530.53,3,1,2,312,6,Needs Attention
14936,358,2,1443.44,2,3,3,233,8,At Risk
14937,532,1,71.2,1,1,1,111,3,Lost
14939,390,2,1120.67,2,3,3,233,8,At Risk
14941,521,1,44.54,1,1,1,111,3,Lost
14942,10,6,5847.52,5,5,4,554,14,Champions
14947,16,4,1396.3,5,4,3,543,12,Potential Loyal
14950,217,4,1785.64,2,4,3,243,9,At Risk
14951,133,1,147.17,3,1,1,311,5,Needs Attention
14952,369,2,742.42,2,3,2,232,7,Price Sensitive
14955,29,16,40148.73,5,5,5,555,15,Champions
14956,41,6,1590.69,4,5,3,453,12,Potential Loyal
14957,490,1,286.68,1,1,1,111,3,Lost
14958,249,4,4003.09,2,4,4,244,10,At Risk
14959,96,16,46096.51,3,5,5,355,13,Loyal Customers
14960,14,4,2806.38,5,4,4,544,13,Champions
14961,409,3,958.59,1,3,3,133,7,At Risk
14962,291,2,514.35,2,3,2,232,7,Price Sensitive
14963,606,2,536.05,1,3,2,132,6,Price Sensitive
14964,138,6,4566.7,3,5,4,354,12,Loyal Customers
14968,80,1,1063.97,4,1,3,413,8,New Customers
14969,630,1,177.3,1,1,1,111,3,Lost
14970,24,7,7699.25,5,5,5,555,15,Champions
14971,34,10,12432.45,4,5,5,455,14,Champions
14972,7,6,5548.61,5,5,4,554,14,Champions
14974,369,1,166.9,2,1,1,211,4,Lost
14976,251,2,447.87,2,3,2,232,7,Price Sensitive
14977,710,1,166.63,1,1,1,111,3,Lost
14978,430,4,1485.56,1,4,3,143,8,At Risk
14979,6,1,218.7,5,1,1,511,7,New Customers
14980,110,17,51147.88,3,5,5,355,13,Loyal Customers
14982,254,2,345.62,2,3,2,232,7,Price Sensitive
14984,50,3,1200.42,4,3,3,433,10,Potential Loyal
14985,453,2,1620.71,1,3,3,133,7,At Risk
14989,379,2,1574.48,2,3,3,233,8,At Risk
14990,110,1,138.6,3,1,1,311,5,Needs Attention
14996,265,1,42.9,2,1,1,211,4,Lost
14998,45,5,3446.79,4,4,4,444,12,Champions
14999,78,9,9902.02,4,5,5,455,14,Champions
15001,160,1,72.56,3,1,1,311,5,Needs Attention
15002,659,1,234.42,1,1,1,111,3,Lost
15003,305,2,1245.17,2,3,3,233,8,At Risk
15004,2,9,8410.09,5,5,5,555,15,Champions
15005,648,1,259.34,1,1,1,111,3,Lost
15006,39,1,13.1,4,1,1,411,6,New Customers
15008,20,2,1272.52,5,3,3,533,11,Potential Loyal
15010,25,9,10673.86,5,5,5,555,15,Champions
15012,218,3,956.52,2,3,3,233,8,At Risk
15015,607,1,15.84,1,2,1,121,4,Lost
15016,257,1,32.0,2,2,1,221,5,Lost
15017,93,1,215.38,3,2,1,321,6,Needs Attention
15018,83,3,2026.0,4,3,4,434,11,Loyal Customers
15019,270,2,2399.39,2,3,4,234,9,At Risk
15021,1,2,604.1,5,3,2,532,10,Price Sensitive
15022,677,1,71.1,1,2,1,121,4,Lost
15023,2,3,603.73,5,3,2,532,10,Price Sensitive
15024,19,16,47659.22,5,5,5,555,15,Champions
15025,167,13,39947.2,3,5,5,355,13,Loyal Customers
15026,222,1,436.31,2,2,2,222,6,Lost
15030,70,17,48973.93,4,5,5,455,14,Champions
15031,160,4,2380.35,3,4,4,344,11,Loyal Customers
15032,260,1,223.19,2,2,1,221,5,Lost
15033,46,2,1009.62,4,3,3,433,10,Potential Loyal
15034,64,7,7331.16,4,5,5,455,14,Champions
15036,506,2,1735.48,1,3,3,133,7,At Risk
15038,37,3,1498.28,4,3,3,433,10,Potential Loyal
15040,109,2,229.08,3,3,1,331,7,Price Sensitive
15042,28,15,37830.81,5,5,5,555,15,Champions
15043,31,1,235.62,4,2,1,421,7,New Customers
15045,42,5,5077.29,4,4,4,444,12,Champions
15046,377,7,6479.46,2,5,5,255,12,At Risk
15047,191,5,2566.95,3,4,4,344,11,Loyal Customers
15050,604,1,430.99,1,2,2,122,5,Lost
15051,317,4,3109.91,2,4,4,244,10,At Risk
15052,24,20,51085.16,5,5,5,555,15,Champions
15054,78,9,12368.31,4,5,5,455,14,Champions
15057,37,6,3479.55,4,5,4,454,13,Champions
15059,36,5,4515.71,4,4,4,444,12,Champions
15061,74,3,4120.63,4,3,4,434,11,Loyal Customers
15063,116,3,1298.22,3,3,3,333,9,Potential Loyal
15064,627,1,293.36,1,2,2,122,5,Lost
15065,132,1,144.31,3,2,1,321,6,Needs Attention
15066,164,6,8543.79,3,5,5,355,13,Loyal Customers
15067,25,1,115.8,5,2,1,521,8,New Customers
15068,56,4,3764.27,4,4,4,444,12,Champions
15070,212,5,6060.43,2,4,5,245,11,At Risk
15071,54,2,389.0,4,3,2,432,9,Price Sensitive
15072,361,4,3587.06,2,4,4,244,10,At Risk
15073,263,3,1490.59,2,3,3,233,8,At Risk
15074,25,2,1342.51,5,3,3,533,11,Potential Loyal
15075,365,1,150.8,2,2,1,221,5,Lost
15076,397,2,1162.44,2,3,3,233,8,At Risk
